cod_radio,pob_total,pob_adulta_mayor,pct_adulta_mayor
020910704,863,173,20.05
020910705,978,191,19.53
020910706,884,176,19.91
020910707,976,184,18.85
020910708,898,139,15.48
020910709,1218,221,18.14
020910801,734,138,18.8
020910802,613,115,18.76
020910803,659,121,18.36
020910804,1041,166,15.95
020910805,1340,179,13.36
020910806,663,129,19.46
020910807,733,157,21.42
020910808,1055,201,19.05
020910809,928,199,21.44
020910810,663,129,19.46
020910811,724,114,15.75
020910901,725,151,20.83
020910902,944,191,20.23
020910903,550,105,19.09
020910904,713,127,17.81
020910905,740,148,20.0
020910906,786,169,21.5
020910907,739,188,25.44
020910908,821,201,24.48
020910909,902,236,26.16
020910910,700,139,19.86
020910911,587,134,22.83
020911001,874,110,12.59
020911002,529,54,10.21
020911003,523,75,14.34
020911004,553,102,18.44
020911005,861,123,14.29
020911006,882,162,18.37
020911007,709,124,17.49
020911008,994,231,23.24
020911009,763,152,19.92
020911010,937,180,19.21
020911011,621,119,19.16
020911012,551,53,9.62
020911013,502,61,12.15
020911014,926,102,11.02
020911015,582,71,12.2
020911101,431,91,21.11
020911102,787,168,21.35
020911103,616,159,25.81
020911104,570,138,24.21
020911105,509,137,26.92
020911106,1009,196,19.43
020911107,886,139,15.69
020911201,804,161,20.02
020911202,779,177,22.72
020911203,578,100,17.3
020911204,892,169,18.95
020911205,1460,208,14.25
020911206,580,111,19.14
020911207,928,203,21.88
020911208,687,114,16.59
020911209,1175,193,16.43
020911210,708,128,18.08
020911301,932,282,30.26
020911302,365,69,18.9
020911303,790,139,17.59
020911304,877,188,21.44
020911305,891,159,17.85
020911306,368,48,13.04
020911307,851,131,15.39
020911308,638,183,28.68
020911309,686,195,28.43
020911310,890,258,28.99
020911311,592,152,25.68
020911312,776,236,30.41
020911313,501,110,21.96
020911314,881,142,16.12
020911315,734,163,22.21
020911401,821,220,26.8
020911402,351,99,28.21
020911403,707,138,19.52
020911404,763,175,22.94
020911405,515,161,31.26
020911406,917,266,29.01
020911407,399,112,28.07
020911408,665,177,26.62
020911409,634,176,27.76
020911410,769,240,31.21
020911411,770,175,22.73
020911501,796,146,18.34
020911502,812,188,23.15
020911503,842,206,24.47
020911504,497,90,18.11
020911505,1008,185,18.35
020911506,703,133,18.92
020911507,891,206,23.12
020911508,716,156,21.79
020911509,972,203,20.88
020911510,855,152,17.78
020911511,931,154,16.54
020911512,628,126,20.06
020911601,1105,238,21.54
020911602,911,227,24.92
020911603,716,114,15.92
020911604,816,168,20.59
020911605,568,99,17.43
020911606,657,143,21.77
020911607,984,187,19.0
020911608,766,228,29.77
020911609,839,154,18.36
020911610,853,167,19.58
020911611,851,146,17.16
020911612,810,192,23.7
020911613,551,131,23.77
020911701,844,115,13.63
020911702,496,63,12.7
020911703,1151,205,17.81
020911704,589,101,17.15
020911705,994,141,14.19
020911706,829,207,24.97
020911707,955,188,19.69
020911708,716,123,17.18
020911709,1162,214,18.42
020911710,1046,256,24.47
020911711,717,155,21.62
020911712,621,117,18.84
020911713,1101,181,16.44
020911801,1002,196,19.56
020911802,804,162,20.15
020911803,1082,206,19.04
020911804,832,183,22.0
020911805,797,158,19.82
020911806,704,169,24.01
020911807,850,189,22.24
020911808,793,204,25.73
020911809,465,134,28.82
020911810,784,189,24.11
020911901,821,199,24.24
020911902,973,213,21.89
020911903,740,172,23.24
020911904,655,169,25.8
020911905,815,233,28.59
020911906,509,110,21.61
020911907,615,123,20.0
020911908,704,168,23.86
020911909,657,150,22.83
020911910,1002,195,19.46
020911911,341,68,19.94
020911912,672,176,26.19
020912001,702,198,28.21
020912002,983,289,29.4
020912003,585,106,18.12
020912004,767,181,23.6
020912005,625,140,22.4
020912006,1059,240,22.66
020912007,858,186,21.68
020912008,963,178,18.48
020912009,683,124,18.16
020912010,655,145,22.14
020912011,669,164,24.51
020912012,784,168,21.43
020912101,664,176,26.51
020912102,387,101,26.1
020912103,634,185,29.18
020912104,812,229,28.2
020912105,842,200,23.75
020912106,946,245,25.9
020912107,1319,342,25.93
020912108,818,187,22.86
020912109,1212,238,19.64
020912110,887,292,32.92
020912201,1021,205,20.08
020912202,576,138,23.96
020912203,585,130,22.22
020912204,821,220,26.8
020912205,1160,294,25.34
020912206,1166,286,24.53
020912207,1126,283,25.13
020912208,1100,265,24.09
020912209,861,213,24.74
020912301,798,160,20.05
020912302,599,114,19.03
020912303,1289,271,21.02
020912304,656,139,21.19
020912305,599,118,19.7
020912306,916,234,25.55
020912307,552,130,23.55
020912308,1180,218,18.47
020912309,1132,260,22.97
020912310,524,108,20.61
020912311,923,213,23.08
020912312,507,112,22.09
020912401,546,131,23.99
020912402,620,129,20.81
020912403,724,182,25.14
020912404,811,215,26.51
020912405,672,159,23.66
020912406,821,136,16.57
020912407,783,171,21.84
020912408,888,224,25.23
020912409,972,183,18.83
020912410,774,113,14.6
020912501,569,136,23.9
020912502,656,140,21.34
020912503,833,160,19.21
020912504,759,131,17.26
020912505,517,89,17.21
020912506,721,132,18.31
020912507,1344,237,17.63
020912508,1104,178,16.12
020912601,1022,174,17.03
020912602,917,156,17.01
020912603,776,145,18.69
020912604,906,154,17.0
020912605,682,142,20.82
020912606,511,96,18.79
020912607,563,110,19.54
020912608,524,115,21.95
020912609,572,96,16.78
020912610,941,178,18.92
020912611,656,103,15.7
020912701,490,106,21.63
020912702,835,185,22.16
020912703,997,251,25.18
020912704,773,122,15.78
020912705,636,145,22.8
020912706,1138,221,19.42
020912707,381,72,18.9
020912708,724,172,23.76
020912709,883,194,21.97
020912710,436,75,17.2
020912711,567,129,22.75
020912801,737,108,14.65
020912802,492,105,21.34
020912803,711,150,21.1
020912804,607,106,17.46
020912805,706,132,18.7
020912806,909,183,20.13
020912807,923,164,17.77
020912808,1079,191,17.7
020912809,886,184,20.77
020912810,664,135,20.33
020912901,532,116,21.8
020912902,677,127,18.76
020912903,558,95,17.03
020912904,743,152,20.46
020912905,562,103,18.33
020912906,786,165,20.99
020912907,937,160,17.08
020912908,1155,190,16.45
020912909,661,172,26.02
020912910,478,124,25.94
020912911,720,113,15.69
020980101,479,112,23.38
020980102,359,75,20.89
020980103,786,183,23.28
020980104,916,218,23.8
020980105,1098,240,21.86
020980106,940,197,20.96
020980107,774,153,19.77
020980108,749,185,24.7
020980109,745,198,26.58
020980110,1162,308,26.51
020980201,1041,266,25.55
020980202,605,115,19.01
020980203,1127,265,23.51
020980204,678,134,19.76
020980205,880,173,19.66
020980206,647,119,18.39
020980207,664,160,24.1
020980208,870,203,23.33
020980209,971,271,27.91
020980210,1168,227,19.43
020980301,1469,350,23.83
020980302,558,112,20.07
020980303,718,110,15.32
020980304,821,175,21.32
020980305,1050,241,22.95
020980306,626,127,20.29
020980307,675,160,23.7
020980308,946,194,20.51
020980309,918,163,17.76
020980310,718,125,17.41
020980311,771,175,22.7
020980312,651,101,15.51
020980401,652,145,22.24
020980402,542,116,21.4
020980403,597,126,21.11
020980404,664,152,22.89
020980405,649,132,20.34
020980406,962,149,15.49
020980407,984,160,16.26
020980408,1270,258,20.31
020980409,906,158,17.44
020980410,1902,298,15.67
020980501,532,142,26.69
020980502,771,111,14.4
020980503,958,162,16.91
020980504,489,92,18.81
020980505,916,179,19.54
020980506,616,85,13.8
020980507,625,79,12.64
020980508,660,75,11.36
020980509,1216,183,15.05
020980510,1175,215,18.3
020980601,457,49,10.72
020980602,539,50,9.28
020980603,1109,162,14.61
020980604,963,149,15.47
020980605,813,139,17.1
020980606,1209,218,18.03
020980607,829,141,17.01
020980608,565,78,13.81
020980609,698,137,19.63
020980610,580,76,13.1
020980611,423,65,15.37
020980612,520,53,10.19
020980613,692,66,9.54
020980701,494,37,7.49
020980702,515,31,6.02
020980703,924,126,13.64
020980704,983,71,7.22
020980705,755,116,15.36
020980706,728,156,21.43
020980707,694,103,14.84
020980708,621,85,13.69
020980709,636,103,16.19
020980710,496,67,13.51
020980711,465,48,10.32
020980712,513,100,19.49
020980713,453,35,7.73
020980714,372,47,12.63
020980715,345,27,7.83
020980716,313,24,7.67
020980801,332,46,13.86
020980802,490,33,6.73
020980803,365,48,13.15
020980804,601,86,14.31
020980805,1227,183,14.91
020980806,1137,186,16.36
020980807,620,95,15.32
020980808,834,119,14.27
020980809,661,89,13.46
020980810,363,35,9.64
020980811,560,44,7.86
020980812,316,36,11.39
020980813,370,34,9.19
020980814,358,50,13.97
020980815,466,44,9.44
020980901,1080,85,7.87
020980902,796,73,9.17
020980903,642,103,16.04
020980904,1400,156,11.14
020980905,445,86,19.33
020980906,776,176,22.68
020980907,670,146,21.79
020980908,760,138,18.16
020980909,969,150,15.48
020980910,887,125,14.09
020980911,600,96,16.0
020980912,996,150,15.06
020980913,785,155,19.75
020980914,646,96,14.86
020980915,702,125,17.81
020980916,338,58,17.16
020981001,145,16,11.03
020981002,45,9,20.0
020981101,1167,185,15.85
020981102,411,79,19.22
020981103,882,167,18.93
020981104,827,211,25.51
020981105,975,200,20.51
020981106,910,222,24.4
020981107,719,103,14.33
020981108,1262,205,16.24
020981109,827,94,11.37
020981110,470,76,16.17
020981111,585,106,18.12
020981112,883,121,13.7
020981113,293,79,26.96
020981114,541,165,30.5
020981115,539,87,16.14
020981116,364,50,13.74
020981117,396,73,18.43
020981201,646,105,16.25
020981202,785,122,15.54
020981203,748,104,13.9
020981204,848,145,17.1
020981205,1013,182,17.97
020981206,754,141,18.7
020981207,387,79,20.41
020981208,446,85,19.06
020981209,529,93,17.58
020981210,897,179,19.96
020981211,569,111,19.51
020981212,340,43,12.65
020981301,703,110,15.65
020981302,701,117,16.69
020981303,1073,133,12.4
020981304,550,101,18.36
020981305,688,102,14.83
020981306,586,106,18.09
020981307,168,40,23.81
020981308,573,82,14.31
020981309,607,109,17.96
020981310,616,100,16.23
020981311,554,93,16.79
020981312,557,129,23.16
020981401,791,125,15.8
020981402,688,95,13.81
020981403,1085,214,19.72
020981404,380,84,22.11
020981405,447,103,23.04
020981406,405,87,21.48
020981407,277,44,15.88
020981408,952,165,17.33
020981409,932,130,13.95
020981410,678,157,23.16
020981411,849,182,21.44
020981501,885,136,15.37
020981502,1113,200,17.97
020981503,799,146,18.27
020981504,938,204,21.75
020981505,1005,182,18.11
020981506,1043,138,13.23
020981507,703,126,17.92
020981508,1608,397,24.69
020981601,1319,351,26.61
020981602,966,176,18.22
020981603,1371,375,27.35
020981604,1413,300,21.23
020981605,933,250,26.8
020981606,390,119,30.51
020981607,381,78,20.47
020981701,974,310,31.83
020981702,791,137,17.32
020981703,902,191,21.18
020981704,447,63,14.09
020981705,878,178,20.27
020981706,966,222,22.98
020981707,804,171,21.27
020981708,1469,331,22.53
020981801,736,159,21.6
020981802,803,171,21.3
020981803,1026,284,27.68
020981804,852,241,28.29
020981805,1262,285,22.58
020981806,838,182,21.72
020981807,616,174,28.25
020981808,848,205,24.17
020981901,575,117,20.35
020981902,1016,159,15.65
020981903,1365,250,18.32
020981904,1349,229,16.98
020981905,1284,305,23.75
020982001,1250,285,22.8
020982002,1662,359,21.6
020982003,1052,239,22.72
020982004,854,167,19.56
020982005,743,147,19.78
020982006,673,122,18.13
020982007,524,85,16.22
020982101,971,175,18.02
020982102,472,82,17.37
020982103,353,82,23.23
020982104,639,80,12.52
020982105,332,70,21.08
020982106,808,115,14.23
020982107,657,110,16.74
020982108,808,180,22.28
020982109,713,114,15.99
020982110,665,101,15.19
020982111,894,135,15.1
020982201,787,144,18.3
020982202,952,143,15.02
020982203,556,99,17.81
020982204,616,148,24.03
020982205,967,168,17.37
020982206,802,159,19.83
020982207,657,103,15.68
020982208,811,139,17.14
020982209,399,59,14.79
020982210,377,58,15.38
020982211,730,85,11.64
020982212,709,87,12.27
020982301,984,180,18.29
020982302,636,141,22.17
020982303,753,133,17.66
020982304,923,181,19.61
020982305,1346,189,14.04
020982306,426,70,16.43
020982307,690,101,14.64
020982308,704,86,12.22
020982309,670,106,15.82
020982310,671,70,10.43
020982311,1104,172,15.58
020982312,789,80,10.14
020982313,808,83,10.27
020982314,508,60,11.81
020982401,663,75,11.31
020982402,503,84,16.7
020982403,676,182,26.92
020982404,580,114,19.66
020982405,904,147,16.26
020982406,720,128,17.78
020982407,721,139,19.28
020982408,682,146,21.41
020982409,750,150,20.0
020982501,1064,172,16.17
020982502,681,109,16.01
020982503,805,164,20.37
020982504,605,90,14.88
020982505,778,117,15.04
020982506,817,95,11.63
020982507,944,195,20.66
020982508,1064,194,18.23
020982509,879,152,17.29
020982601,1083,231,21.33
020982602,709,136,19.18
020982603,365,81,22.19
020982604,1642,348,21.19
020982605,845,198,23.43
020982606,849,177,20.85
020982607,1065,272,25.54
020982701,1373,297,21.63
020982702,1111,181,16.29
020982703,614,125,20.36
020982704,1134,278,24.51
020982705,1138,228,20.04
020982706,532,119,22.37
020982707,297,63,21.21
020982801,723,186,25.73
020982802,624,142,22.76
020982803,616,140,22.73
020982804,672,163,24.26
020982805,630,149,23.65
020982806,1089,240,22.04
020982807,812,179,22.04
020982808,574,116,20.21
020982809,620,121,19.52
020982810,983,234,23.8
020982811,1248,369,29.57
020982812,652,168,25.77
020982901,673,153,22.73
020982902,599,102,17.03
020982903,693,129,18.61
020982904,839,165,19.67
020982905,634,116,18.3
020982906,962,192,19.96
020982907,762,148,19.42
020982908,698,190,27.22
020982909,939,242,25.77
020982910,853,187,21.92
020982911,801,151,18.85
020983001,866,216,24.94
020983002,988,233,23.58
020983003,866,208,24.02
020983004,751,200,26.63
020983005,866,239,27.6
020983006,493,133,26.98
020983007,551,88,15.97
020983008,1713,493,28.78
020983009,1015,260,25.62
020983101,693,161,23.23
020983102,742,181,24.39
020983103,768,157,20.44
020983104,733,173,23.6
020983105,661,144,21.79
020983106,1008,256,25.4
020983107,820,239,29.15
020983108,627,162,25.84
020983109,559,155,27.73
020983110,528,159,30.11
020983111,418,118,28.23
020983112,559,139,24.87
021050101,1100,181,16.45
021050102,985,184,18.68
021050103,792,144,18.18
021050104,598,125,20.9
021050105,771,146,18.94
021050106,714,118,16.53
021050107,731,132,18.06
021050108,742,118,15.9
021050109,848,130,15.33
021050110,955,196,20.52
021050111,602,92,15.28
021050112,756,154,20.37
021050201,619,116,18.74
021050202,785,164,20.89
021050203,836,172,20.57
021050204,477,111,23.27
021050205,487,106,21.77
021050206,656,118,17.99
021050207,648,126,19.44
021050208,630,115,18.25
021050209,697,154,22.09
021050210,713,119,16.69
021050301,769,138,17.95
021050302,916,155,16.92
021050303,580,109,18.79
021050304,837,87,10.39
021050305,735,100,13.61
021050306,642,166,25.86
021050307,707,160,22.63
021050308,848,196,23.11
021050309,889,167,18.79
021050310,822,156,18.98
021050311,676,126,18.64
021050312,1113,173,15.54
021050313,701,139,19.83
021050401,1055,169,16.02
021050402,960,128,13.33
021050403,851,174,20.45
021050404,789,130,16.48
021050405,735,92,12.52
021050406,1169,182,15.57
021050407,925,131,14.16
021050408,741,148,19.97
021050409,786,118,15.01
021050410,780,128,16.41
021050411,955,96,10.05
021050412,934,140,14.99
021050413,775,150,19.35
021050414,780,121,15.51
021050501,659,155,23.52
021050502,1059,228,21.53
021050503,761,160,21.02
021050504,727,93,12.79
021050505,1075,168,15.63
021050506,1118,148,13.24
021050507,1063,195,18.34
021050508,1136,173,15.23
021050509,697,116,16.64
021050510,751,100,13.32
021050511,764,132,17.28
021050512,957,137,14.32
021050513,960,162,16.88
021050514,480,93,19.38
021050601,658,117,17.78
021050602,575,138,24.0
021050603,601,110,18.3
021050604,599,121,20.2
021050605,572,99,17.31
021050606,504,111,22.02
021050607,647,128,19.78
021050701,840,132,15.71
021050702,659,100,15.17
021050703,659,130,19.73
021050704,584,76,13.01
021050705,915,140,15.3
021050706,458,69,15.07
021050707,966,177,18.32
021050708,1001,170,16.98
021050709,808,147,18.19
021050710,1098,184,16.76
021050711,944,174,18.43
021050712,848,188,22.17
021050713,2505,72,2.87
021050801,912,155,17.0
021050802,462,58,12.55
021050803,1094,177,16.18
021050804,816,114,13.97
021050805,685,118,17.23
021050806,819,113,13.8
021050807,816,170,20.83
021050808,720,134,18.61
021050809,1422,219,15.4
021050810,1061,193,18.19
021050901,670,103,15.37
021050902,504,108,21.43
021050903,700,103,14.71
021050904,744,87,11.69
021050905,701,126,17.97
021050906,487,64,13.14
021050907,612,75,12.25
021050908,990,45,4.55
021050909,1306,101,7.73
021050910,1159,59,5.09
021050911,772,51,6.61
021051001,863,139,16.11
021051002,882,140,15.87
021051003,1044,155,14.85
021051004,903,172,19.05
021051005,907,133,14.66
021051006,594,88,14.81
021051007,882,101,11.45
021051008,772,123,15.93
021051009,1086,110,10.13
021051010,717,96,13.39
021051011,595,115,19.33
021051012,733,143,19.51
021051013,835,123,14.73
021051101,527,67,12.71
021051102,634,83,13.09
021051103,745,129,17.32
021051104,1140,148,12.98
021051105,790,90,11.39
021051106,722,89,12.33
021051107,695,103,14.82
021051108,745,149,20.0
021051109,999,140,14.01
021051110,628,96,15.29
021051111,891,89,9.99
021051112,929,118,12.7
021051113,895,150,16.76
021051114,454,62,13.66
021051115,407,29,7.13
021051116,662,65,9.82
021051201,799,101,12.64
021051202,723,101,13.97
021051203,723,112,15.49
021051204,1145,137,11.97
021051205,856,124,14.49
021051206,748,124,16.58
021051207,536,117,21.83
021051208,507,71,14.0
021051209,604,131,21.69
021051210,567,61,10.76
021051301,805,134,16.65
021051302,435,73,16.78
021051303,692,113,16.33
021051304,552,89,16.12
021051305,653,89,13.63
021051306,862,112,12.99
021051307,732,141,19.26
021051308,513,90,17.54
021051309,1129,221,19.57
021051310,869,137,15.77
021051401,887,145,16.35
021051402,924,167,18.07
021051403,653,131,20.06
021051404,937,167,17.82
021051405,1132,164,14.49
021051406,573,121,21.12
021051407,869,138,15.88
021051408,1108,144,13.0
021051409,798,144,18.05
021051410,691,113,16.35
021051411,992,172,17.34
021051501,665,142,21.35
021051502,677,107,15.81
021051503,907,210,23.15
021051504,1177,177,15.04
021051505,827,137,16.57
021051506,1004,141,14.04
021051507,829,136,16.41
021051508,743,124,16.69
021051509,1289,171,13.27
021051510,973,178,18.29
021051601,983,133,13.53
021051602,848,124,14.62
021051603,960,151,15.73
021051604,706,125,17.71
021051605,527,90,17.08
021051606,891,152,17.06
021051607,814,147,18.06
021051608,871,169,19.4
021051609,650,160,24.62
021051610,1091,175,16.04
021051611,570,131,22.98
021051701,716,112,15.64
021051702,707,127,17.96
021051703,810,172,21.23
021051704,751,133,17.71
021051705,843,168,19.93
021051706,626,131,20.93
021051707,744,172,23.12
021051708,581,110,18.93
021051709,628,117,18.63
021051710,891,151,16.95
021051711,784,154,19.64
021051712,672,153,22.77
021051801,539,97,18.0
021051802,471,100,21.23
021051803,976,169,17.32
021051804,561,101,18.0
021051805,632,146,23.1
021051806,595,120,20.17
021051807,719,137,19.05
021051808,541,109,20.15
021051809,632,112,17.72
021051810,521,97,18.62
021051811,689,124,18.0
021051812,690,134,19.42
021051813,595,145,24.37
021051901,574,118,20.56
021051902,881,146,16.57
021051903,700,126,18.0
021051904,847,137,16.17
021051905,1040,182,17.5
021051906,904,178,19.69
021051907,842,157,18.65
021051908,680,141,20.74
021051909,766,160,20.89
021051910,877,196,22.35
021051911,628,97,15.45
021052001,1159,184,15.88
021052002,920,189,20.54
021052003,828,160,19.32
021052004,712,167,23.46
021052005,647,116,17.93
021052006,686,135,19.68
021052007,789,150,19.01
021052008,503,91,18.09
021052009,421,65,15.44
021052010,729,104,14.27
021052011,750,108,14.4
021052012,643,138,21.46
021052101,1002,146,14.57
021052102,1036,143,13.8
021052103,678,117,17.26
021052104,790,138,17.47
021052105,624,79,12.66
021052106,1529,233,15.24
021052107,577,90,15.6
021052108,732,132,18.03
021052109,1199,212,17.68
021052110,981,163,16.62
021052111,868,137,15.78
021052112,611,92,15.06
021052113,794,133,16.75
