cod_radio,hogares_total,hogares_nbi,pct_nbi
020982204,319,5,1.57
020982205,484,37,7.64
020982206,391,3,0.77
020982207,368,2,0.54
020982208,421,5,1.19
020982209,252,2,0.79
020982210,217,0,0.0
020982211,418,10,2.39
020982212,419,9,2.15
020982301,494,11,2.23
020982302,344,6,1.74
020982303,361,7,1.94
020982304,528,4,0.76
020982305,742,10,1.35
020982306,224,7,3.12
020982307,376,39,10.37
020982308,382,39,10.21
020982309,330,11,3.33
020982310,384,2,0.52
020982311,646,18,2.79
020982312,437,20,4.58
020982313,533,8,1.5
020982314,289,5,1.73
020982401,371,6,1.62
020982402,285,3,1.05
020982403,363,1,0.28
020982404,324,8,2.47
020982405,558,3,0.54
020982406,407,25,6.14
020982407,384,4,1.04
020982408,391,4,1.02
020982409,410,2,0.49
020982501,517,16,3.09
020982502,350,13,3.71
020982503,407,8,1.97
020982504,353,15,4.25
020982505,399,10,2.51
020982506,427,39,9.13
020982507,491,30,6.11
020982508,557,5,0.9
020982509,462,14,3.03
020982601,582,6,1.03
020982602,360,1,0.28
020982603,196,2,1.02
020982604,857,10,1.17
020982605,446,2,0.45
020982606,385,8,2.08
020982607,545,5,0.92
020982701,738,6,0.81
020982702,607,6,0.99
020982703,326,7,2.15
020982704,621,5,0.81
020982705,630,5,0.79
020982706,313,2,0.64
020982707,173,0,0.0
020982801,346,2,0.58
020982802,291,0,0.0
020982803,316,8,2.53
020982804,367,4,1.09
020982805,271,2,0.74
020982806,569,3,0.53
020982807,441,1,0.23
020982808,345,8,2.32
020982809,343,2,0.58
020982810,481,2,0.42
020982811,632,2,0.32
020982812,341,2,0.59
020982901,368,2,0.54
020982902,325,4,1.23
020982903,373,7,1.88
020982904,438,18,4.11
020982905,382,5,1.31
020982906,564,10,1.77
020982907,406,13,3.2
020982908,332,4,1.2
020982909,486,1,0.21
020982910,461,2,0.43
020982911,372,5,1.34
020983001,361,3,0.83
020983002,474,3,0.63
020983003,431,3,0.7
020983004,397,1,0.25
020983005,403,3,0.74
020983006,239,2,0.84
020983007,273,11,4.03
020983008,749,11,1.47
020983009,513,12,2.34
020983101,280,0,0.0
020983102,320,4,1.25
020983103,345,4,1.16
020983104,293,1,0.34
020983105,287,0,0.0
020983106,477,2,0.42
020983107,335,2,0.6
020983108,263,3,1.14
020983109,237,4,1.69
020983110,224,3,1.34
020983111,239,3,1.26
020983112,291,10,3.44
021050101,509,19,3.73
021050102,406,13,3.2
021050103,312,13,4.17
021050104,258,3,1.16
021050105,321,6,1.87
021050106,270,9,3.33
021050107,318,8,2.52
021050108,310,5,1.61
021050109,356,6,1.69
021050110,385,11,2.86
021050111,254,1,0.39
021050112,304,3,0.99
021050201,254,2,0.79
021050202,331,2,0.6
021050203,327,3,0.92
021050204,206,0,0.0
021050205,220,1,0.45
021050206,283,2,0.71
021050207,272,2,0.74
021050208,247,2,0.81
021050209,321,1,0.31
021050210,308,5,1.62
021050301,370,3,0.81
021050302,474,5,1.05
021050303,271,9,3.32
021050304,379,7,1.85
021050305,298,9,3.02
021050306,266,0,0.0
021050307,272,4,1.47
021050308,375,2,0.53
021050309,434,4,0.92
021050310,378,6,1.59
021050311,361,40,11.08
021050312,461,20,4.34
021050313,329,1,0.3
021050401,470,8,1.7
021050402,467,12,2.57
021050403,405,11,2.72
021050404,316,17,5.38
021050405,324,9,2.78
021050406,534,25,4.68
021050407,411,8,1.95
021050408,338,8,2.37
021050409,380,7,1.84
021050410,327,9,2.75
021050411,436,7,1.61
021050412,483,21,4.35
021050413,395,3,0.76
021050414,319,31,9.72
021050501,306,1,0.33
021050502,461,3,0.65
021050503,324,5,1.54
021050504,404,4,0.99
021050505,548,12,2.19
021050506,581,6,1.03
021050507,486,7,1.44
021050508,531,15,2.82
021050509,297,6,2.02
021050510,305,5,1.64
021050511,322,3,0.93
021050512,430,5,1.16
021050513,426,13,3.05
021050514,202,1,0.5
021050601,297,4,1.35
021050602,288,7,2.43
021050603,278,5,1.8
021050604,265,1,0.38
021050605,229,4,1.75
021050606,208,6,2.88
021050607,292,3,1.03
021050701,317,24,7.57
021050702,247,18,7.29
021050703,259,17,6.56
021050704,245,18,7.35
021050705,376,60,15.96
021050706,191,14,7.33
021050707,430,28,6.51
021050708,362,16,4.42
021050709,313,21,6.71
021050710,473,22,4.65
021050711,389,5,1.29
021050712,358,6,1.68
021050713,842,218,25.89
021050801,371,31,8.36
021050802,184,11,5.98
021050803,459,26,5.66
021050804,334,12,3.59
021050805,328,10,3.05
021050806,401,7,1.75
021050807,368,9,2.45
021050808,293,11,3.75
021050809,655,19,2.9
021050810,520,12,2.31
021050901,338,11,3.25
021050902,236,5,2.12
021050903,358,7,1.96
021050904,281,19,6.76
021050905,269,12,4.46
021050906,191,17,8.9
021050907,237,13,5.49
021050908,367,63,17.17
021050909,527,35,6.64
021050910,397,6,1.51
021050911,293,65,22.18
021051001,441,14,3.17
021051002,446,15,3.36
021051003,473,4,0.85
021051004,403,12,2.98
021051005,379,2,0.53
021051006,304,0,0.0
021051007,461,23,4.99
021051008,419,14,3.34
021051009,510,28,5.49
021051010,402,10,2.49
021051011,278,6,2.16
021051012,351,11,3.13
021051013,433,13,3.0
021051101,241,23,9.54
021051102,340,4,1.18
021051103,356,33,9.27
021051104,544,15,2.76
021051105,345,18,5.22
021051106,290,18,6.21
021051107,307,7,2.28
021051108,362,3,0.83
021051109,482,13,2.7
021051110,316,8,2.53
021051111,446,4,0.9
021051112,511,13,2.54
021051113,401,29,7.23
021051114,266,28,10.53
021051115,231,0,0.0
021051116,397,4,1.01
021051201,345,26,7.54
021051202,340,10,2.94
021051203,350,8,2.29
021051204,675,8,1.19
021051205,432,9,2.08
021051206,421,9,2.14
021051207,287,7,2.44
021051208,294,3,1.02
021051209,309,9,2.91
021051210,332,6,1.81
021051301,320,5,1.56
021051302,197,4,2.03
021051303,337,6,1.78
021051304,269,2,0.74
021051305,376,2,0.53
021051306,472,9,1.91
021051307,333,1,0.3
021051308,254,0,0.0
021051309,585,5,0.85
021051310,467,11,2.36
021051401,461,6,1.3
021051402,428,3,0.7
021051403,343,3,0.87
021051404,422,20,4.74
021051405,563,5,0.89
021051406,346,2,0.58
021051407,441,3,0.68
021051408,567,18,3.17
021051409,345,9,2.61
021051410,305,4,1.31
021051411,437,15,3.43
021051501,333,11,3.3
021051502,251,28,11.16
021051503,393,0,0.0
021051504,488,55,11.27
021051505,339,27,7.96
021051506,390,23,5.9
021051507,389,41,10.54
021051508,318,23,7.23
021051509,611,8,1.31
021051510,447,29,6.49
021051601,515,6,1.17
021051602,355,11,3.1
021051603,422,1,0.24
021051604,331,3,0.91
021051605,282,1,0.35
021051606,424,14,3.3
021051607,371,15,4.04
021051608,402,6,1.49
021051609,321,3,0.93
021051610,502,21,4.18
021051611,280,8,2.86
021051701,348,2,0.57
021051702,359,3,0.84
021051703,384,7,1.82
021051704,354,8,2.26
021051705,393,21,5.34
021051706,311,2,0.64
021051707,361,21,5.82
021051708,307,2,0.65
021051709,299,7,2.34
021051710,391,13,3.32
021051711,374,12,3.21
021051712,316,3,0.95
021051801,278,9,3.24
021051802,213,5,2.35
021051803,491,22,4.48
021051804,299,6,2.01
021051805,294,2,0.68
021051806,267,2,0.75
021051807,325,3,0.92
021051808,252,3,1.19
021051809,310,1,0.32
021051810,259,2,0.77
021051811,328,1,0.3
021051812,374,7,1.87
021051813,291,8,2.75
021051901,300,4,1.33
021051902,422,1,0.24
021051903,351,2,0.57
021051904,422,2,0.47
021051905,526,8,1.52
021051906,488,0,0.0
021051907,446,2,0.45
021051908,377,1,0.27
021051909,363,4,1.1
021051910,446,0,0.0
021051911,343,5,1.46
021052001,549,1,0.18
021052002,451,8,1.77
021052003,414,6,1.45
021052004,348,8,2.3
021052005,337,4,1.19
021052006,357,9,2.52
021052007,378,10,2.65
021052008,238,5,2.1
021052009,224,6,2.68
021052010,343,10,2.92
021052011,382,17,4.45
021052012,337,5,1.48
021052101,469,8,1.71
021052102,520,10,1.92
021052103,363,19,5.23
021052104,421,12,2.85
021052105,315,12,3.81
021052106,682,44,6.45
021052107,271,6,2.21
021052108,374,8,2.14
021052109,578,33,5.71
021052110,470,49,10.43
021052111,453,11,2.43
021052112,289,14,4.84
021052113,406,13,3.2
